-0.5045158 0.2164167 0.145058 
-0.5045112 0.2164133 0.1450472 
-0.5045112 0.2164133 0.1450472 
-0.5045112 0.2164133 0.1450472 
-0.5045112 0.2164133 0.1450472 
-0.5045112 0.2164133 0.1450472 
-0.5044432 0.2164615 0.1450677 
-0.5043766 0.2165091 0.1450904 
-0.5043766 0.2165091 0.1450904 
-0.5043766 0.2165091 0.1450904 
-0.5043677 0.2165009 0.145069 
-0.5043489 0.216488 0.1450259 
-0.5043489 0.216488 0.1450259 
-0.5043489 0.216488 0.1450259 
-0.5043489 0.216488 0.1450259 
-0.5043489 0.216488 0.1450259 
-0.5043421 0.2164928 0.145028 
-0.5042888 0.2165309 0.1450461 
-0.5042888 0.2165309 0.1450461 
-0.5042888 0.2165309 0.1450461 
-0.5042873 0.2165295 0.1450426 
-0.5042809 0.2165252 0.1450282 
-0.5042809 0.2165252 0.1450282 
-0.5042809 0.2165252 0.1450282 
-0.5042809 0.2165252 0.1450282 
-0.5042809 0.2165252 0.1450282 
-0.5042335 0.216559 0.1450425 
-0.5042335 0.216559 0.1450425 
-0.5042335 0.216559 0.1450425 
-0.5042335 0.216559 0.1450425 
-0.5042291 0.2165551 0.1450318 
-0.5042228 0.2165506 0.1450175 
-0.5042228 0.2165506 0.1450175 
-0.5042228 0.2165506 0.1450175 
-0.5042228 0.2165506 0.1450175 
-0.5042228 0.2165506 0.1450175 
-0.504216 0.2165556 0.1450195 
-0.5041693 0.2165889 0.1450354 
-0.5041693 0.2165889 0.1450354 
-0.5041693 0.2165889 0.1450354 
-0.504159 0.2165793 0.1450105 
-0.5041636 0.2165826 0.1450213 
-0.5041636 0.2165826 0.1450213 
-0.5041636 0.2165826 0.1450213 
-0.5041636 0.2165826 0.1450213 
-0.5041636 0.2165826 0.1450213 
-0.5041977 0.2165583 0.145011 
-0.5042176 0.216544 0.1450042 
-0.5042176 0.216544 0.1450042 
-0.5042176 0.216544 0.1450042 
-0.5042176 0.216544 0.1450042 
-0.5042176 0.216544 0.1450042 
-0.5042176 0.216544 0.1450042 
-0.5042176 0.216544 0.1450042 
-0.5042176 0.216544 0.1450042 
-0.5042176 0.216544 0.1450042 
-0.5041496 0.2165922 0.1450248 
-0.5041429 0.216597 0.145027 
-0.5041429 0.216597 0.145027 
-0.5041429 0.216597 0.145027 
-0.5041549 0.2166079 0.1450555 
-0.5041752 0.216622 0.1451022 
-0.5041752 0.216622 0.1451022 
-0.5041752 0.216622 0.1451022 
-0.5041752 0.216622 0.1451022 
-0.5041752 0.216622 0.1451022 
-0.5041548 0.2166364 0.1451084 
-0.5041082 0.2166697 0.1451242 
-0.5041082 0.2166697 0.1451242 
-0.5041082 0.2166697 0.1451242 
-0.5040962 0.2166588 0.1450958 
-0.5040759 0.2166448 0.1450491 
-0.5040759 0.2166448 0.1450491 
-0.5040759 0.2166448 0.1450491 
-0.5040759 0.2166448 0.1450491 
-0.5040759 0.2166448 0.1450491 
-0.5041031 0.2166255 0.1450408 
-0.5040898 0.2166351 0.1450453 
-0.5040898 0.2166351 0.1450453 
-0.5040898 0.2166351 0.1450453 
-0.5040854 0.216631 0.1450346 
-0.5040649 0.216617 0.144988 
-0.5040649 0.216617 0.144988 
-0.5040649 0.216617 0.144988 
-0.5040649 0.216617 0.144988 
-0.5040649 0.216617 0.144988 
-0.5040786 0.2166074 0.1449838 
-0.5040853 0.2166026 0.1449816 
-0.5040853 0.2166026 0.1449816 
-0.5040853 0.2166026 0.1449816 
-0.5040928 0.2166094 0.1449994 
-0.5041178 0.2166266 0.1450569 
-0.5041178 0.2166266 0.1450569 
-0.5041178 0.2166266 0.1450569 
-0.5041178 0.2166266 0.1450569 
-0.5041178 0.2166266 0.1450569 
-0.5041586 0.2165977 0.1450446 
